OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	Element
contig_888	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	Blautia wexlerae sp. cat2929
contig_1556	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1513	not classified sp. cat1513
contig_2437	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	Lachnospira eligens sp. cat2294
contig_329	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2423	Clostridiales sp. cat2423
contig_1541	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	not classified	Ruminococcaceae sp. cat1500	Ruminococcaceae sp. cat1500
contig_467	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2547	Prevotella sp. cat2547
contig_1407	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1382	Prevotella sp. cat1382
contig_489	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2569	Clostridiales sp. cat2569
contig_703	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:409	Parabacteroides sp. CAG:409 sp. cat2758
contig_250	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	Siphoviridae sp. ct2Vu635
contig_1741	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1147	dark_matter sp. cat1147
contig_1743	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1673	not classified sp. cat1673
contig_2372	Bacteria	Bacteroidetes	not classified	not classified	not classified	not classified	Bacteroidetes sp. cat2225	Bacteroidetes sp. cat2225
contig_1842	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	[Ruminococcus] torques ATCC 27756 sp. cat1765
contig_285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2379	Prevotella sp. cat2379
contig_253	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. cthja638
contig_1271	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1044	dark_matter sp. cat1044
contig_1442	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1409	not classified sp. cat1409
contig_1658	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	uncultured Clostridium sp.	uncultured Clostridium sp. sp. cat1598
contig_2291	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2156	not classified sp. cat2156
contig_2040	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1944	not classified sp. cat1944
contig_712	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2767	not classified sp. cat2767
contig_640	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	not classified	Bacteroidaceae sp. cat2702	Bacteroidaceae sp. cat2702
contig_707	Viruses	Viruses_undefined_phylum	Viruses_undefined_phylum_undefined_class	Viruses_undefined_phylum_undefined_class_undefined_order	Viruses_undefined_phylum_undefined_class_undefined_order_undefined_family	Viruses_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Phage DP-2017a	Phage DP-2017a sp. cat2761
contig_1101	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus sp. cat1097	Aneurinibacillus sp. cat1097
contig_2135	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1233	dark_matter sp. cat1233
contig_2043	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1207	dark_matter sp. cat1207
contig_2012	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM21	Fusobacterium sp. CM21 sp. cat1917
contig_692	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	Podoviridae sp. cthft087
contig_2167	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1245	dark_matter sp. cat1245
contig_1376	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1354	Firmicutes sp. cat1354
contig_119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1178	Bacteroidales sp. cat1178
contig_738	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1342	dark_matter sp. cat1342
contig_1215	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctAWU239
contig_2144	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1237	dark_matter sp. cat1237
contig_325	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat2419	Bacteroides sp. cat2419
contig_2258	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1262	dark_matter sp. cat1262
contig_2378	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2231	Clostridiales sp. cat2231
contig_520	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2599	not classified sp. cat2599
contig_151	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	Podoviridae sp. ctQV3564
contig_1611	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_undefined_family	Lawsonibacter	Lawsonibacter asaccharolyticus	Lawsonibacter asaccharolyticus sp. cat1561
contig_317	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2411	not classified sp. cat2411
contig_961	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium pachyrhizi	Bradyrhizobium pachyrhizi sp. cat2999
contig_406	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cecivirus	Cecivirus_undefined_species	Siphoviridae sp. ct5qu794
contig_1378	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1063	dark_matter sp. cat1063
contig_533	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	not classified	not classified	Enterobacterales sp. cat2608	Enterobacterales sp. cat2608
contig_2274	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1266	dark_matter sp. cat1266
contig_2267	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	Coprococcus eutactus ATCC 27759 sp. cat2135
contig_1838	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	not classified	Erysipelotrichaceae sp. cat1760	Erysipelotrichaceae sp. cat1760
contig_1822	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	bacterium F082	bacterium F082 sp. cat1746
contig_1156	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1146	not classified sp. cat1146
contig_2434	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctyv6580
contig_1193	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	uncultured bacterium	uncultured bacterium sp. cat1182
contig_986	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat3022	not classified sp. cat3022
contig_1900	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus_undefined_species	Virgaviridae sp. ctEoE996
contig_2091	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat1988	Bacteroides sp. cat1988
contig_854	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	Zoogloeaceae sp. cat2897	Zoogloeaceae sp. cat2897
contig_2282	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	Bifidobacterium adolescentis L2-32 sp. cat2148
contig_1172	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1164	Bacteroidales sp. cat1164
contig_189	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctFqk984
contig_903	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1371	dark_matter sp. cat1371
contig_762	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	unclassified Microviridae sp. cat2815	unclassified Microviridae sp. cat2815
contig_1051	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	Lawsonia intracellularis PHE/MN1-00 sp. cat1050
contig_124	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1224	not classified sp. cat1224
contig_1886	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1806	Clostridiales sp. cat1806
contig_1394	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	uncultured bacterium	uncultured bacterium sp. cat1370
contig_144	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctIsy487
contig_2411	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2267	Clostridiales sp. cat2267
contig_678	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1337	dark_matter sp. cat1337
contig_2402	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctoNX545
contig_647	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct7Be040
contig_858	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2901	Prevotella sp. cat2901
contig_907	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	not classified	Odoribacteraceae sp. cat2947	Odoribacteraceae sp. cat2947
contig_281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2375	Prevotella sp. cat2375
contig_1444	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1080	dark_matter sp. cat1080
contig_2410	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct5gi554
